id,zonepolygon
81008,"POLYGON ((79.86657144721681 12.053585243170597, 79.82983591254884 12.065672094068821, 79.73851206000978 11.844665784636556, 79.8106098383301 11.810726404647937, 79.85661508735353 11.972656493055018, 79.88099100288088 12.051570715070396, 79.86657144721681 12.053585243170597))"
92439,"POLYGON ((80.17216960013253 13.031227241090138, 80.17285624564035 13.094101721927627, 80.33215800345285 13.091092138462884, 80.30915537894113 12.953615446295359, 80.22160807669503 12.999784006415043, 80.17216960013253 13.031227241090138))"
92440,"POLYGON ((80.13892009755136 12.957946019855722, 80.1413233568287 12.882654158764776, 80.2896387865162 12.838472390554015, 80.30920818348886 12.954600197282076, 80.21994426747324 13.000099528898765, 80.13892009755136 12.957946019855722))"
92441,"POLYGON ((80.17146645633419 13.096941836660255, 80.18451272098262 13.170497127887865, 80.26460481308737 13.204525697346813, 80.34562898300925 13.179121711528342, 80.33120942734519 13.090187019319377, 80.17146645633419 13.096941836660255))"
92438,"POLYGON ((80.13717135602086 13.013724101864105, 80.13888796979039 12.958022787126088, 80.22231539898961 13.001012589684468, 80.17287692242711 13.030616023808292, 80.13717135602086 13.013724101864105))"
92442,"POLYGON ((80.18348675589111 13.169405235929306, 80.09971600393798 13.08247350462245, 80.09971600393798 12.972762066565918, 80.14194470266845 12.886932629180018, 80.13713818411377 13.014076802391953, 80.1721571050122 13.030132494822178, 80.17009716848877 13.0956824206682, 80.18348675589111 13.169405235929306))"
