id,zonepolygon
31721,"POLYGON ((28.32295777996447 43.42240641209001, 28.347505356868766 43.42261680698706, 28.35711839397814 43.42300252906597, 28.359521653255484 43.4265674198363, 28.35634591778185 43.442943738998856, 28.339008118709586 43.44369155260591, 28.320983674129508 43.442320553931694, 28.32295777996447 43.42240641209001))"
31726,"POLYGON ((27.885743419398946 42.85958262024267, 27.89563004182784 42.8519201726738, 27.903167049159688 42.853164868940254, 27.901965419521016 42.88034136353063, 27.878962795009297 42.894239527507025, 27.871046664988047 42.88283740926833, 27.885743419398946 42.85958262024267))"
31722,"POLYGON ((27.696213782700088 42.67205520714024, 27.744965613754776 42.66725891993044, 27.738785804184463 42.64617611265122, 27.712006629379776 42.63481115672871, 27.681279242905166 42.66031626979495, 27.696213782700088 42.67205520714024))"
33779,"POLYGON ((27.992694236973474 42.08403252875181, 27.946002342442224 42.07052662134739, 27.963511802891443 42.02922659466063, 28.022906639317224 42.02922659466063, 27.992694236973474 42.08403252875181))"
33778,"POLYGON ((27.68015201034863 42.75084042054897, 27.686675142672847 42.757520874993794, 27.691996645358394 42.75777295351429, 27.703669618991206 42.75651255065713, 27.70984942856152 42.74932776484417, 27.712424349215816 42.74201607519556, 27.716715883639644 42.73470352316797, 27.716715883639644 42.73066864255933, 27.708476137545894 42.72486804179829, 27.69457156601269 42.728903299749064, 27.68307025375683 42.73987283031959, 27.681010317233394 42.74882353807236, 27.68015201034863 42.75084042054897))"
31725,"POLYGON ((27.876330495321955 42.16237987387937, 27.85925018831512 42.15417215386519, 27.827149510824885 42.15309043695471, 27.81624901338836 42.1592623381747, 27.819939732992854 42.17766311945237, 27.83023941561004 42.18766440974029, 27.840882420981135 42.1977436005857, 27.849551320517268 42.18706024314496, 27.862425923788752 42.177265579200785, 27.876330495321955 42.16237987387937))"
33777,"POLYGON ((27.620140846868896 42.44656420922695, 27.633187111517334 42.42489986930087, 27.641941841741943 42.411086527895726, 27.65150311353808 42.40846311357792, 27.654593018323236 42.41061777831865, 27.66145947340136 42.40618162318032, 27.65854122999316 42.411378230555975, 27.660601166516596 42.45610194209559, 27.63828518751269 42.45812832306974, 27.62901547315722 42.4612944120689, 27.616140869885736 42.4595214219524, 27.620140846868896 42.44656420922695))"
31724,"POLYGON ((27.994205612261755 43.223356562137496, 28.00132955940531 43.2190565158267, 28.00982679756449 43.21581955363441, 28.025104660113318 43.24183548975518, 28.012616294939978 43.25877739801426, 27.99984898002909 43.23875605758445, 27.984249252398474 43.23229968699754, 27.987939972002966 43.22701527180938, 27.994205612261755 43.223356562137496))"
30772,"POLYGON ((27.787398391122753 42.70455454276533, 27.78950124299043 42.7109561829164, 27.806538634653027 42.717199511191275, 27.818383269662792 42.71625359273464, 27.82988458191865 42.697395276576906, 27.788127951974804 42.70143232113099, 27.787398391122753 42.70455454276533))"
30779,"POLYGON ((27.785815694986205 42.70133587297074, 27.787532308755736 42.706886389277194, 27.759036520181517 42.71949935347499, 27.740411260782103 42.72340885188372, 27.730626562295775 42.71937323652165, 27.7415270597323 42.705057296680266, 27.785815694986205 42.70133587297074))"
30778,"POLYGON ((27.67951760415677 42.40226958580603, 27.70603928689603 42.38185795899797, 27.715137339874545 42.41342344561856, 27.70315015129283 42.43052126049459, 27.684610722581894 42.430901367088325, 27.664668895050326 42.4055652508044, 27.67951760415677 42.40226958580603))"
31723,"POLYGON ((27.78647745815003 42.25904856746609, 27.770341288716438 42.26908461072992, 27.77652109828675 42.28369118525874, 27.66768778529847 42.27632481430376, 27.66442621913636 42.24837557917016, 27.710946452290656 42.2389716883263, 27.772572886616828 42.24964626772445, 27.767079722554328 42.25555463325237, 27.767337214619758 42.261176596169136, 27.78647745815003 42.25904856746609))"
