id,zonepolygon
29444,"POLYGON ((17.909928039923088 59.35705704579349, 17.94511862219848 59.362306247958166, 17.959709839239494 59.35434463990231, 17.942887024298088 59.340429215526314, 17.909928039923088 59.35705704579349))"
29445,"POLYGON ((12.240863322326678 57.68482391595826, 12.299914835998553 57.685374508313245, 12.369609355041522 57.661691482734454, 12.263179301330585 57.63652280086559, 12.240863322326678 57.68482391595826))"
27324,"POLYGON ((17.955925189610205 59.31139813431323, 17.865974628086768 59.280895788415876, 17.864601337071143 59.263353328539246, 17.881767474766455 59.20047721098137, 18.13479634439536 59.21910624043951, 18.100464069004737 59.261949541375465, 18.08089467203208 59.30228535546173, 18.06819173013755 59.301934815204596, 18.053600513096534 59.306842050097515, 18.0379793277938 59.31139813431325, 18.02270146524497 59.31560320876526, 18.007423602696143 59.319807763182894, 17.98476430093833 59.31612880650598, 17.955925189610205 59.31139813431323))"
83802,"POLYGON ((17.8884423997472 59.61242761332469, 17.886318090207403 59.61167865882923, 17.889236333615607 59.61003958422421, 17.892540815121954 59.61072344626336, 17.8884423997472 59.61242761332469))"
29446,"POLYGON ((16.89053535162353 58.81300034754938, 16.94100379644775 58.816022540843065, 16.970872876037593 58.76674574158938, 16.880922314514155 58.77528969275189, 16.89053535162353 58.81300034754938))"
31378,"POLYGON ((18.084438062489088 59.2929859113727, 18.120143628895338 59.29929674307927, 18.143146253407057 59.31121400965809, 18.157108041906785 59.33005988479721, 18.14474842276616 59.348618181036365, 18.112476083898972 59.366116714245365, 18.070934030676316 59.376086842129475, 18.03488514151616 59.37661150453587, 18.000552866125535 59.37311360185226, 17.975833627844285 59.36681646794448, 17.964618421375807 59.34956624757223, 17.963588453114088 59.33836276421799, 17.986934400379713 59.31384225636579, 18.016116834461744 59.29719326256634, 18.057315564930494 59.29140802054822, 18.084438062489088 59.2929859113727))"
32103,"POLYGON ((18.667431145759043 59.30113444382929, 18.678546219916758 59.300893439636766, 18.672409325690683 59.295503263442626, 18.664641648383554 59.29670845825787, 18.667431145759043 59.30113444382929))"
10759,"POLYGON ((17.954603010121218 59.3124192622277, 17.824486903112984 59.35820928744328, 17.755994013708687 59.40070304268811, 17.77642171756611 59.453003811153714, 18.13759457246647 59.45570832976504, 18.085752836626625 59.38273176470777, 18.08403622285708 59.37731084018379, 18.10995864508459 59.36165603555955, 18.166950222233027 59.32217375732749, 18.105495449283808 59.317093542233714, 18.09691238043615 59.30750209638642, 18.0721931421549 59.30277022390556, 18.008601988391547 59.320448055517105, 17.954603010121218 59.3124192622277))"
