id,zonepolygon
30532,"POLYGON ((-121.92940233991595 37.40007936805325, -121.96356295392962 37.38330396089043, -121.96922777936908 37.341417259965056, -121.96304796979877 37.318212613346354, -121.91154955671283 37.31124982188749, -121.86906336591693 37.3264033069866, -121.84631823347064 37.34005247915188, -121.8358468894765 37.35301689546755, -121.84606074140521 37.36979907730772, -121.87653063581439 37.39885202653407, -121.89386843488666 37.41017008065312, -121.92940233991595 37.40007936805325))"
85853,"POLYGON ((-122.45903675610825 37.80865206901949, -122.39758198315903 37.815161696044385, -122.3797291999559 37.792646796359946, -122.36393635327622 37.73972334486502, -122.44255726392075 37.718814938000016, -122.47997944409653 37.733207072078905, -122.47997944409653 37.77853757921087, -122.45903675610825 37.80865206901949))"
85851,"POLYGON ((-121.96394561115002 37.31933074176646, -121.91141722980237 37.31113927730643, -121.95295928302502 37.266889946710435, -121.96600554767346 37.29448054693681, -121.96394561115002 37.31933074176646))"
85852,"POLYGON ((-122.38272862059776 37.643467679803656, -122.4232407055587 37.632320909022695, -122.39268498046104 37.59995861678241, -122.26603703240644 37.51208495489428, -122.20698551873457 37.55074610278767, -122.38272862059776 37.643467679803656))"
