id,zonepolygon
27237,"POLYGON ((-89.04454162274973 17.17997696497597, -89.1150510346266 17.16833244810748, -89.05912453131234 17.10140629514193, -89.03573566870247 17.160442158450113, -89.04454162274973 17.17997696497597))"
27236,"POLYGON ((-88.38952867613175 16.503699935212893, -88.3651527606044 16.50468746769469, -88.24402372704074 16.841506617193236, -88.28954848214076 16.878519740920318, -88.38952867613175 16.503699935212893))"
27235,"POLYGON ((-88.30204110224334 17.55100897353839, -88.28341584284392 17.563856639874405, -88.17447819162089 17.506846940120504, -88.18053318944845 17.478880016469123, -88.30204110224334 17.55100897353839))"
13636,"POLYGON ((-88.81757060993857 16.09332588763291, -88.80555431355185 16.088625206832933, -88.79791538227744 16.103881396906093, -88.806841773879 16.1075097235761, -88.81696979511923 16.106850032752693, -88.82263462055869 16.10157242721237, -88.81757060993857 16.09332588763291))"
13634,"POLYGON ((-88.2271479896026 16.987680574172508, -88.24568741831354 16.97700913102914, -88.2377909949737 16.947946895381037, -88.21530335459283 16.947454276375748, -88.21753495249322 16.973561304301935, -88.2271479896026 16.987680574172508))"
13638,"POLYGON ((-88.77194487345275 17.219523870927937, -88.74825560343322 17.221655430837, -88.75254713785705 17.235755900186977, -88.73829924356994 17.24247783808329, -88.74259077799377 17.257724253278106, -88.76713835489807 17.27757848616699, -88.79597746622619 17.265612264835383, -88.79494749796447 17.226101829470178, -88.77194487345275 17.219523870927937))"
