id,zonepolygon
69083,"POLYGON ((119.87741242562953 -8.459195654588134, 119.88003026162806 -8.460235640527184, 119.88286267434779 -8.460023398726825, 119.88372098123256 -8.460787468660792, 119.88796960031215 -8.460745020370895, 119.88921414529506 -8.461636433476462, 119.8945356479806 -8.461551537079094, 119.89376317178431 -8.463334357493466, 119.88861333047572 -8.465753886281277, 119.88423596536342 -8.467494239690364, 119.87912903939906 -8.469383150947722, 119.87279902612391 -8.470104755047764, 119.87204800759974 -8.467324449460273, 119.8711038700265 -8.465329408646403, 119.87127553140346 -8.462060915182535, 119.87116824304286 -8.461127054811618, 119.87127150808993 -8.459927889878514, 119.87739096795741 -8.459137287947135, 119.87741242562953 -8.459195654588134))"
108406,"POLYGON ((119.86379923105257 -8.525041511132454, 119.87238229990022 -8.537434134638206, 119.91632761240022 -8.535906298679896, 119.91568388223665 -8.50594250343134, 119.87461389780061 -8.506112276586125, 119.86379923105257 -8.525041511132454))"
108403,"POLYGON ((119.871267335259 -8.459926822274065, 119.87739350064902 -8.459141526399137, 119.87080259275177 -8.450239592179587, 119.86453695249298 -8.454824105446583, 119.871267335259 -8.459926822274065))"
108405,"POLYGON ((119.87491987153864 -8.50609081629057, 119.88483331605768 -8.506058983827993, 119.88646409913873 -8.49172349619237, 119.88481185838556 -8.478151508477273, 119.88907120630121 -8.475164333440226, 119.89018164083338 -8.482510195587098, 119.89164880916452 -8.491350776978301, 119.89113784834719 -8.494646212425462, 119.88617140307998 -8.49438773166831, 119.88562523826933 -8.498819351022545, 119.88485326498723 -8.506096536185924, 119.8934582944212 -8.506030964626976, 119.9156674879787 -8.50596539305682, 119.91174123689508 -8.461692575578574, 119.89474676057672 -8.461522782789908, 119.89367387697077 -8.463348051345045, 119.88862059518671 -8.4657781919813, 119.87906120225763 -8.469439291920077, 119.87268330658044 -8.470097225028553, 119.87491987153864 -8.50609081629057))"
